,Ala,Asc,Asp,Cr,GABA,GPC,GSH,Glc,Gln,Glu,Ins,Lac,NAA,NAAG,PCho,PCr,PE,Scyllo,Tau,mm,gamma_0,gamma_1,sigma_0,sigma_1,eps_0,eps_1,Phi0,Phi1,B_real_0,B_imag_0,B_real_1,B_imag_1,B_real_2,B_imag_2,Cr+PCr,Glu+Gln,GPC+PCho,Glc+Tau,NAA+NAAG,SNR,noise_sd,noise_var
0,0.017342767140310654,0.16226099862704638,0.0,0.19916382118302456,0.10777553812096344,0.02978434372916553,0.08180981029515337,0.019782580285896474,0.0,0.3721555755417236,0.34132764946852995,0.035206727783779104,0.7951774030624499,0.0,0.021730524066937585,0.2588540485015413,0.0,0.021602497965866968,0.11555883927964325,0.3087946731968405,26.11383976703881,0.0,9.82819753090352,4.997859968933217,-1.1941502087398628,15.843227179452906,-0.07396934904965373,-2.0998063388999705e-05,-0.20326519285465589,-0.33220540323264447,-0.5511983573791432,-0.4630300977626516,-0.2599259953788571,1.1942468574421201,0.45801786968456587,0.3721555755417236,0.05151486779610312,0.13534141956553972,0.7951774030624499,97.6741991524193,0.25566814430253904,0.06536620001110394
1,0.0007123587471692744,0.1861949912218963,0.09134027609313425,0.21308054149182118,0.06421955554876393,0.030184627942972803,0.10731461123675373,0.033874108131093456,0.0,0.3992423071786802,0.3569795354617272,0.06898834213541327,0.6918788373292578,0.00694479131917236,0.03310090394807684,0.25737899101431544,0.025553001980180647,0.014482521105240384,0.0979335619297155,0.2997444286829876,24.681238558392447,0.0,6.931203721053093,0.0006569409182253239,-2.7663134134260723,11.343822622289142,-0.1091793000730637,-0.00013474239518992693,-0.2907176918029138,-0.2656696858954588,-0.6377314899001992,-0.4552370063449469,-0.10514181995014929,1.177835350482347,0.4704595325061366,0.3992423071786802,0.06328553189104964,0.13180767006080896,0.6988236286484302,82.29400899501921,0.31945947324007,0.102054355042823
2,0.024063021643264744,0.18580598924157138,0.14416367250006035,0.20790474827012773,0.13509603866061815,0.028314392434961862,0.10801358582687862,0.012966756952344935,0.02856671958590127,0.39068588908380075,0.3784104957704125,0.06359254493947672,0.7263123498446384,0.012946319155840037,0.03791859694018807,0.2628998333388139,0.03307728742357505,0.018271255611391604,0.1274294047540628,0.27805401436348626,23.720184781381448,0.0,8.94276537927919,9.457110327088447,-1.1531568124956506,1.3683447678077365,-0.04295151653526112,-0.00018273660830099448,-0.46831356808067337,-0.1360381468616063,-0.538319132745041,-0.26831672380910393,0.19839809756425386,1.2674908136257632,0.4708045816089416,0.41925260866970204,0.06623298937514993,0.14039616170640773,0.7392586690004784,96.47347947775515,0.24710317277027394,0.06105997799313585
3,0.008923915304749785,0.1490649765833526,0.09296788872571489,0.19921678711454768,0.10829316632786412,0.03159583315857146,0.09177861681864619,0.02710132197818251,0.0,0.36245406873961267,0.3671252401411079,0.040679667502579064,0.7113168162609936,0.024029183170568753,0.030363169748586327,0.24395434925720633,0.01412238203150978,0.013465901587377739,0.10724750508189093,0.30467183769331185,19.921109150452157,0.0,10.696859085659435,0.0,0.7136936953418047,11.33551743848463,-0.14648716113366372,-0.00028127569484086046,-0.4544605180440669,-0.24793761511414497,-0.668801168093685,-0.4638954746832492,0.03665614315843127,1.0613682152473174,0.443171136371754,0.36245406873961267,0.061959002907157786,0.13434882706007345,0.7353459994315624,134.686639472144,0.1905295539401737,0.03630151092464157
4,0.02210173080221829,0.17631013741725132,0.10413720858748535,0.22143848364527868,0.12057436894238163,0.03691889154516564,0.11320632094813349,0.0,0.072522626791627,0.41541279914373946,0.39528964101597536,0.017019215065052166,0.7357924464214007,0.0,0.03536454903761092,0.28219831131235307,0.035852828838968745,0.02222468870196093,0.12062062173827715,0.3217110390497608,26.802054793286782,0.0,10.99095784494385,24.559973803744157,9.137033135584609,22.70116699008263,-0.2558659835784588,-0.0002084052161287927,-0.5281630495862331,-0.27995656050506673,-0.6554415835217112,-0.36923643301448167,-0.24154502376292647,1.4118391709515652,0.5036367949576317,0.4879354259353665,0.07228344058277655,0.12062062173827715,0.7357924464214007,61.1795819571098,0.37451139936973205,0.14025878825787494
5,0.0,0.1612795300127371,0.022899313623131894,0.2001011607066432,0.15692232979277732,0.024802285766678263,0.06775762011181871,0.0,0.0,0.32971014012509625,0.3557596165861815,0.008324606024786473,0.7226079603382874,0.026262737685838512,0.028568237405434398,0.242227974478034,0.02177428020229958,0.020696611266038906,0.10764337936514286,0.3412138453997282,20.22685546662835,0.0,13.310698716947043,18.630223658079963,-3.399794868628361,11.76774253761001,-0.013835950712648905,-0.00019630222491618198,-0.4294385291958048,-0.26647074529603837,-0.6614811286880917,-0.2959073695162329,0.09821158102917739,1.1062038802811822,0.4423291351846772,0.32971014012509625,0.05337052317211266,0.10764337936514286,0.748870698024126,69.51559106430842,0.34258725479212293,0.11736602714600294
6,0.0,0.18353724379655006,0.15236656011338603,0.21980442247942128,0.1850330721271659,0.03380725958760723,0.09174586873706356,0.022383841260395793,0.0,0.31579499417994433,0.3860454199322543,0.044636162205349356,0.7198410423280971,0.01874599826549407,0.030312806134425812,0.2053288447854933,0.009611813870641802,0.022005784204500556,0.11199885730481082,0.3292398180077159,23.04736992010287,0.0,11.564077404367309,0.0,-1.361161383387425,4.398101599402441,-0.01521243339574312,-6.293452614220205e-05,-0.45290178567029793,-0.35521062499055134,-0.5226128544274697,-0.29311784710903666,0.26850199467878444,1.254804616998813,0.42513326726491457,0.31579499417994433,0.06412006572203305,0.13438269856520663,0.7385870405935911,962.0202131942083,0.3828443026115745,0.1465697600421428
7,0.0,0.18225511039853953,0.1582686036771888,0.22755015674893356,0.09784390109060853,0.028652480127209164,0.09671469443960817,0.0198437288208402,0.0,0.3704202854905035,0.34231629394136104,0.020644769147684306,0.6883874282763874,0.01830731561983924,0.038934435914827446,0.2406992051668421,0.015822957187094755,0.01043506929680295,0.10633529924634715,0.2858852385192874,22.44348033900223,0.0,7.870972986516202,12.771171071506854,8.499213709615898,17.774641475134683,-0.2744357307129302,-0.00015803875887378683,-0.33870623227472774,-0.26403378423149604,-0.3984159577919035,-0.3763737331284286,-0.051866423130398354,1.1494694356046717,0.46824936191577565,0.3704202854905035,0.06758691604203661,0.12617902806718734,0.7066947438962267,63.31545260227116,0.40402357069890193,0.16323504568029062
8,0.0,0.15290174799323614,0.18294535125154127,0.18201709740493463,0.06805627803862527,0.020151615642044353,0.10535007010122101,0.02078890374993763,0.0,0.36698317296479005,0.34511848784133575,0.0034392653300793735,0.7444839990353872,0.0,0.03285680283559733,0.27277761630409547,0.0,0.026592728300721263,0.12326220340155246,0.315862987110235,25.01752875867044,0.0,7.417816544657207e-05,5.643828906075427e-10,-1.9429896283964165,1.1639287829979041,0.006065158166906473,-0.0002880076391916518,-0.5485562348295687,-0.19218686485100167,-0.6017434190231705,-0.25877439893237064,0.1860593850451739,1.2224370430310971,0.45479471370903013,0.36698317296479005,0.053008418477641685,0.14405110715149008,0.7444839990353872,70.5129266712225,0.41888072547832134,0.1754610621772448
9,0.0,0.19195323560276814,0.10527647952658019,0.21985783613801385,0.15253078502649509,0.03156695023001382,0.09986337174670404,0.0,0.04642014567908066,0.3784429704240912,0.37267486427369695,0.034105515958314694,0.7164777210906775,0.01438670263080874,0.025981489602566857,0.2462487279072831,0.004080065541127144,0.028049354170569318,0.13090987005109536,0.3115232239735639,22.548782390238966,0.0,10.680770170870648,1.3086389400963867,-0.5692498390210754,-7.065023525299142,-0.11377805463985571,-0.00027252623472976464,-0.5776528625817468,-0.14323553990517943,-0.5842568356279922,-0.39101020495099253,0.2039660114073762,1.1158735934317563,0.46610656404529693,0.42486311610317185,0.05754843983258068,0.13090987005109536,0.7308644237214863,77.98370451780862,0.3004421552382965,0.09026548864423263
