,Ala,Asc,Asp,Cr,GABA,GPC,GSH,Glc,Gln,Glu,Ins,Lac,Mac,NAA,NAAG,PCh,PCr,PE,Scyllo,Tau,gamma_0,sigma_0,eps_0,Phi0,Phi1,B_real_0,B_imag_0,B_real_1,B_imag_1,B_real_2,B_imag_2,Cr+PCr,Glu+Gln,GPC+PCh,Glc+Tau,NAA+NAAG,SNR,noise_sd
0,0.013462040564731548,0.1658143391331738,0.09249548382878306,0.2208663716128731,0.10933985061670298,0.025285168387674584,0.0839273903962658,0.028655524056981598,0.03658504266221078,0.3601055186903042,0.365234662144276,0.048381061279855794,0.28669407977010797,0.7017082657951331,0.0198295928644278,0.028861564485763887,0.2427681728827528,0.039053678665481234,0.017774061392623386,0.09961496910219116,21.747781294548204,5.716729833955766,-0.2348007243380864,0.03783669066863694,2.9201964930232075e-05,0.09864724722607528,0.05946826196296456,0.057691717578601254,0.03079713695825445,-0.10602566181214707,0.11156743574279923,0.4636345444956259,0.396690561352515,0.05414673287343847,0.12827049315917274,0.7215378586595609,39.93085525419788,0.9809985986927323
1,0.0011796785856225788,0.17078180564645581,0.09692441123892337,0.20549953390813308,0.12292133186572912,0.022785617880024676,0.09897452766542802,0.02258785624566691,0.0,0.3736129502769803,0.3628653422858575,0.032243654970358436,0.28696756599706147,0.7137462004720913,0.010360962575954065,0.039103722668621395,0.2471569781947988,0.004779319423681449,0.017583104725039298,0.10734680048706945,23.206050079196427,2.7352461101016403,0.12326617417036642,-0.015974793814980674,-1.0555105353053924e-05,0.11887975929643346,0.07774907134274867,-0.008472487187617683,-0.19816109090872613,-0.029164980737025205,-0.13497568193633555,0.4526565121029319,0.3736129502769803,0.061889340548646074,0.12993465673273635,0.7241071630480453,36.18479530761243,1.0143941677651678
2,0.008608105792508891,0.1941579207414988,0.08475768296251855,0.2151361512234442,0.10767683597579966,0.03366900397595154,0.08809362159214733,0.018656965830089176,0.014945878692995095,0.36402064075105284,0.3506512825412876,0.03066709793706975,0.3294358459386465,0.7286209251571945,0.014621900700154324,0.027589211347666186,0.26214568507437325,0.006301016930229965,0.01854296730836463,0.1261436839633445,24.568313798135566,0.0,0.2590851401890072,-0.006001809150316209,1.1939624141619613e-06,0.0064599628081352355,0.0062358810894613155,0.04481496946993236,0.011665361364314042,-0.017467883743235584,-0.11830708480120725,0.47728183629781745,0.3789665194440479,0.06125821532361772,0.14480064979343366,0.7432428258573488,38.820576945004085,1.0010003358184802
3,0.012335131327879246,0.17145937716146037,0.14167311119595796,0.21437696543723989,0.10703516585647203,0.029047702988454147,0.10162018274082173,0.008036527515918542,0.0021357202030878046,0.3757060519804886,0.3534830497962005,0.03944398675572713,0.26252964905650666,0.7190036468605375,0.024048483315538362,0.035386860698396715,0.25868173289290153,0.013209196422507239,0.019826733090170204,0.10952735765832829,23.90108448062383,2.29492911119438,-0.5287786802452674,0.015065341797855781,-9.090268912283748e-06,0.024729290760548875,0.11410949148494051,0.0642563955660641,-0.11647948275337723,0.021020688808660537,-0.025789088257410983,0.4730586983301414,0.37784177218357645,0.06443456368685085,0.11756388517424683,0.7430521301760759,38.2291500591791,1.0123254426142911
4,0.02428813778328686,0.19246829097321352,0.10490383308191552,0.23875651165971906,0.10711748837476928,0.02349522029156049,0.09221654100913529,0.029614477340316078,0.0,0.37277622371114094,0.35803734834511064,0.04093872939949532,0.2452624944318276,0.7154407125874348,0.030085997413931937,0.03801704494071257,0.22433018515889136,0.022919498252783617,0.01742260808081379,0.11356153011546219,24.056643862182447,0.0,-0.7909052780374,0.011537321988372954,-2.122959991993317e-05,0.08733336869429906,0.10348685946997509,0.04815790095474372,-0.08410395358981372,0.002977028934237312,0.005490204475394084,0.4630866968186104,0.37277622371114094,0.06151226523227306,0.14317600745577827,0.7455267100013667,38.62748087501762,0.9981683249289502
5,0.018849699861615627,0.18869819681783007,0.1251231740669338,0.23525206870160775,0.12089709348622912,0.031399868768677085,0.0938433974326093,0.02779179951269694,0.03311553904180432,0.36965116623047584,0.3663506267309908,0.03036513568529592,0.21069866589659567,0.6998146846790079,0.03522088599150604,0.03119426420053425,0.2274778225936232,0.02285007809842775,0.02012606339584512,0.10467314922291024,23.40172971447075,5.248617427711094e-09,-0.2556594468016037,-0.05554712085320945,-0.00010638207885960396,0.17915926202054333,-0.0609726082184198,-0.051042386364494374,-0.3076355770553042,-0.38409945070500573,0.18627361996570027,0.46272989129523096,0.40276670527228015,0.06259413296921133,0.13246494873560719,0.735035570670514,35.72647468402239,0.9955092225168101
6,0.01932697607572002,0.17302495168737655,0.08924185555682035,0.2171188585211979,0.10636267935193926,0.020118275493247104,0.09166703856476961,0.038136593527007795,0.03215175801812799,0.37120903551946444,0.3568629088972256,0.05533082760382077,0.25248867935301483,0.7108947901391238,0.024286443300339505,0.038794485563459824,0.24959215374647276,0.031946990759955704,0.019628887444585148,0.09374152837696449,23.8328592191955,2.8382640020463192,-0.28556471169127956,0.02624303796156443,1.5598839614406364e-05,0.15353014083445665,0.01557681803673519,0.14866852130652497,-0.11328078598260195,-0.14214238727137857,0.07646545125369852,0.46671101226767064,0.4033607935375924,0.058912761056706925,0.1318781219039723,0.7351812334394633,36.35893878166976,1.014299593617048
7,0.0005156256973120782,0.15469882235476234,0.13993323824563214,0.21212288905085944,0.11696950810270135,0.022776435015909067,0.10602428618957248,0.031317100846843575,0.02315423571183854,0.3832575091154065,0.3689943475497606,0.037871938873666106,0.3099336842856976,0.6927312151258592,0.021887243467786928,0.038539757684554386,0.2411678944738786,0.038375282213346705,0.022314320489648848,0.08844924937359688,22.815285222153964,4.6972254789251595,-0.317642781946053,-0.010555652124288075,-2.871463811774794e-05,-0.03185340981745105,0.020669181367442314,-0.08867852742841875,-0.050473591288851115,0.037796529599187015,-0.06156775832459682,0.45329078352473806,0.40641174482724507,0.06131619270046346,0.11976635022044047,0.7146184585936461,37.54795784652089,0.9979460319769469
8,0.013915180991012495,0.18671784152046966,0.08365193017271698,0.2316220908099406,0.1187999080517673,0.027588412629557923,0.09071293946076993,0.012980978018244122,0.0,0.3733124560996091,0.34819701394105146,0.03559387928289862,0.2837843328705476,0.6996879706530679,0.026856229690741404,0.03387742025049915,0.22052527019464868,0.010134027317521485,0.013901107819543361,0.11248196078405427,22.699162998670822,4.229182818567526,-0.8860173848988664,-0.0230554237659291,-7.440237857258434e-05,0.08740675167342425,0.2463766136439039,0.1671273203873112,-0.2270724276495777,-0.014109310596700175,-0.4342096329842341,0.4521473610045893,0.3733124560996091,0.06146583288005707,0.1254629388022984,0.7265442003438093,41.227139542821995,1.0027614720173017
9,0.01531939486757617,0.16509570686655078,0.10203811743233822,0.21682656361511377,0.11639102069555468,0.02311652424413986,0.09833287045732139,0.025009296594158043,0.002045218349853589,0.3816772578401925,0.349044078224041,0.03391261279366999,0.29033803521985735,0.7158408432104837,0.0052043910773159376,0.038235521583387035,0.232152427239659,0.013089805563517225,0.01592166297268616,0.11571326758229143,22.88415864016887,4.863142246878944,0.09257748070852617,3.4025716196001024e-06,6.8824198228576756e-06,0.05903501298422488,0.03533066508545959,0.18279223143704862,-0.034694449862989654,0.030737416870247843,-0.0019807783970305533,0.4489789908547728,0.3837224761900461,0.061352045827526895,0.14072256417644946,0.7210452342877997,37.506664491351884,1.0018531896494063
